A1BG	A1BG	1.0
A1CF	A1CF	1.0
A2M	A2M	1.0
A2M	PZP	0.7116704805491991
A2ML1	A2ML1	1.0
A3GALT2	A3GALT2	1.0
A4GALT	A4GALT	1.0
A4GNT	A4GNT	1.0
AAAS	AAAS	1.0
AACS	AACS	1.0
AADAC	AADAC	1.0
AADAT	AADAT	1.0
AAGAB	AAGAB	1.0
AAK1	AAK1	1.0
AAMDC	AAMDC	1.0
AAMP	AAMP	1.0
AANAT	AANAT	1.0
AAR2	AAR2	1.0
AARD	AARD	1.0
AARS1	AARS1	1.0
AARS2	AARS2	1.0
AARSD1	AARSD1	1.0
AARSD1	PTGES3L	0.9622641509433962
AASDH	AASDH	1.0
AASDHPPT	AASDHPPT	1.0
AASS	AASS	1.0
AATF	AATF	1.0
AATK	AATK	1.0
ABAT	ABAT	1.0
ABCA1	ABCA1	1.0
ABCA10	ABCA10	1.0
ABCA10	ABCA9	0.5939165882721856
ABCA10	ABCA6	0.5888993414863594
ABCA10	ABCA8	0.5841956726246472
ABCA12	ABCA12	1.0
ABCA13	ABCA13	1.0
ABCA2	ABCA2	1.0
ABCA3	ABCA3	1.0
ABCA4	ABCA4	1.0
ABCA5	ABCA5	1.0
ABCA6	ABCA6	1.0
ABCA6	ABCA10	0.5679160419790105
ABCA6	ABCA8	0.5541229385307347
ABCA6	ABCA9	0.5481259370314843
ABCA7	ABCA7	1.0
ABCA8	ABCA8	1.0
ABCA8	ABCA9	0.6896243291592129
ABCA8	ABCA10	0.560226595110316
ABCA8	ABCA6	0.5515802027429935
ABCA9	ABCA9	1.0
ABCA9	ABCA8	0.6964551683050343
ABCA9	ABCA10	0.5773011617515639
ABCA9	ABCA6	0.5537682454572534
ABCB1	ABCB1	1.0
ABCB1	ABCB4	0.75
ABCB1	ABCB5	0.5589802130898022
ABCB1	ABCB11	0.502283105022831
ABCB10	ABCB10	1.0
ABCB11	ABCB11	1.0
ABCB4	ABCB4	1.0
ABCB4	ABCB1	0.7513267626990144
ABCB4	ABCB5	0.5405610310841547
ABCB5	ABCB5	1.0
ABCB5	ABCB1	0.5632228218966847
ABCB5	ABCB4	0.5420200462606014
ABCB6	ABCB6	1.0
ABCB7	ABCB7	1.0
ABCB8	ABCB8	1.0
ABCB9	ABCB9	1.0
ABCC1	ABCC1	1.0
ABCC1	ABCC3	0.5605820942739639
ABCC10	ABCC10	1.0
ABCC11	ABCC11	1.0
ABCC12	ABCC12	1.0
ABCC2	ABCC2	1.0
ABCC3	ABCC3	1.0
ABCC3	ABCC1	0.5605481198215424
ABCC4	ABCC4	1.0
ABCC5	ABCC5	1.0
ABCC6	ABCC6	1.0
ABCC8	ABCC8	1.0
ABCC8	ABCC9	0.6365285757484125
ABCC9	ABCC9	1.0
ABCC9	ABCC8	0.6546021840873635
ABCD1	ABCD1	1.0
ABCD1	ABCD2	0.6428102429415627
ABCD2	ABCD2	1.0
ABCD2	ABCD1	0.6367771280051981
ABCD3	ABCD3	1.0
ABCD4	ABCD4	1.0
ABCE1	ABCE1	1.0
ABCF1	ABCF1	1.0
ABCF2	ABCF2	1.0
ABCF3	ABCF3	1.0
ABCG1	ABCG1	1.0
ABCG1	ABCG4	0.5026392961876833
ABCG2	ABCG2	1.0
ABCG4	ABCG4	1.0
ABCG4	ABCG1	0.6356123215627348
ABCG5	ABCG5	1.0
ABCG8	ABCG8	1.0
ABHD1	ABHD1	1.0
ABHD10	ABHD10	1.0
ABHD11	ABHD11	1.0
ABHD12	ABHD12	1.0
ABHD12B	ABHD12B	1.0
ABHD13	ABHD13	1.0
ABHD14A	ABHD14A	1.0
ABHD14A	ACY1	0.685383980181668
ABHD14B	ABHD14B	1.0
ABHD15	ABHD15	1.0
ABHD16A	ABHD16A	1.0
ABHD16B	ABHD16B	1.0
ABHD16B	ABHD16A	0.5493697478991597
ABHD17A	ABHD17A	1.0
ABHD17A	ABHD17C	0.7652582159624414
ABHD17A	ABHD17B	0.7104851330203443
ABHD17B	ABHD17B	1.0
ABHD17B	ABHD17C	0.7893864013266998
ABHD17B	ABHD17A	0.7529021558872305
ABHD17C	ABHD17C	1.0
ABHD17C	ABHD17A	0.6872246696035242
ABHD17C	ABHD17B	0.6622613803230544
ABHD18	ABHD18	1.0
ABHD2	ABHD2	1.0
ABHD3	ABHD3	1.0
ABHD4	ABHD4	1.0
ABHD4	ABHD5	0.5288326300984529
ABHD5	ABHD5	1.0
ABHD5	ABHD4	0.5563186813186813
ABHD6	ABHD6	1.0
ABHD8	ABHD8	1.0
ABI1	ABI1	1.0
ABI1	ABI2	0.5617103984450923
ABI2	ABI2	1.0
ABI2	ABI1	0.5421245421245421
ABI3	ABI3	1.0
ABI3BP	ABI3BP	1.0
ABITRAM	ABITRAM	1.0
ABL1	ABL1	1.0
ABL2	ABL2	1.0
ABLIM1	ABLIM1	1.0
ABLIM2	ABLIM2	1.0
ABLIM3	ABLIM3	1.0
ABR	ABR	1.0
ABRA	ABRA	1.0
ABRACL	ABRACL	1.0
ABRAXAS1	ABRAXAS1	1.0
ABRAXAS2	ABRAXAS2	1.0
ABT1	ABT1	1.0
ABTB1	ABTB1	1.0
ABTB2	ABTB2	1.0
ACAA1	ACAA1	1.0
ACAA2	ACAA2	1.0
ACAA2	MYO5B	0.9968491532099252
ACAA2	MYO5A	0.5470657739267428
ACACA	ACACA	1.0
ACACA	ACACB	0.7484662576687117
ACACB	ACACB	1.0
ACACB	ACACA	0.7151230949589683
ACAD10	ACAD10	1.0
ACAD11	ACAD11	1.0
ACAD8	ACAD8	1.0
ACAD9	ACAD9	1.0
ACADL	ACADL	1.0
ACADM	ACADM	1.0
ACADS	ACADS	1.0
ACADSB	ACADSB	1.0
ACADVL	ACADVL	1.0
ACAN	ACAN	1.0
ACAP1	ACAP1	1.0
ACAP1	ACAP2	0.5108767303889256
ACAP2	ACAP2	1.0
ACAP3	ACAP3	1.0
ACAP3	ACAP2	0.5591334894613583
ACAT1	ACAT1	1.0
ACAT2	ACAT2	1.0
ACBD3	ACBD3	1.0
ACBD4	ACBD4	1.0
ACBD5	ACBD5	1.0
ACBD6	ACBD6	1.0
ACBD7	ACBD7	1.0
ACBD7	DBI	0.540340909090909
ACCS	ACCS	1.0
ACD	ACD	1.0
ACE	ACE	1.0
ACE2	ACE2	1.0
ACER1	ACER1	1.0
ACER2	ACER2	1.0
ACER3	ACER3	1.0
ACHE	ACHE	1.0
ACIN1	ACIN1	1.0
ACKR1	ACKR1	1.0
ACKR2	ACKR2	1.0
ACKR3	ACKR3	1.0
ACKR4	ACKR4	1.0
ACLY	ACLY	1.0
ACMSD	ACMSD	1.0
ACO1	ACO1	1.0
ACO1	IREB2	0.566068515497553
ACO2	ACO2	1.0
ACOD1	ACOD1	1.0
ACOT1	ACOT1	1.0
ACOT1	ACOT2	0.9964912280701754
ACOT1	ACOT6	0.7157894736842105
ACOT1	ACOT4	0.664327485380117
ACOT11	ACOT11	1.0
ACOT12	ACOT12	1.0
ACOT13	ACOT13	1.0
ACOT2	ACOT2	1.0
ACOT2	ACOT1	0.8640973630831643
ACOT2	ACOT6	0.6227180527383367
ACOT2	ACOT4	0.577079107505071
ACOT4	ACOT4	1.0
ACOT4	ACOT2	0.7177700348432056
ACOT4	ACOT1	0.7154471544715447
ACOT4	ACOT6	0.6608594657375145
ACOT6	ACOT6	1.0
ACOT6	ACOT2	0.7114716106604867
ACOT6	ACOT1	0.709154113557358
ACOT6	ACOT4	0.6095017381228274
ACOT7	ACOT7	1.0
ACOT8	ACOT8	1.0
ACOT9	ACOT9	1.0
ACOX1	ACOX1	1.0
ACOX2	ACOX2	1.0
ACOX3	ACOX3	1.0
ACOXL	ACOXL	1.0
ACP1	ACP1	1.0
ACP2	ACP2	1.0
ACP3	ACP3	1.0
ACP4	ACP4	1.0
ACP5	ACP5	1.0
ACP6	ACP6	1.0
ACP7	ACP7	1.0
ACR	ACR	1.0
ACRBP	ACRBP	1.0
ACRV1	ACRV1	1.0
ACSBG1	ACSBG1	1.0
ACSBG2	ACSBG2	1.0
ACSF2	ACSF2	1.0
ACSF3	ACSF3	1.0
ACSL1	ACSL1	1.0
ACSL1	ACSL6	0.6908212560386473
ACSL1	ACSL5	0.5866114561766735
ACSL3	ACSL3	1.0
ACSL3	ACSL4	0.6624331550802139
ACSL4	ACSL4	1.0
ACSL4	ACSL3	0.6727766463000678
ACSL5	ACSL5	1.0
ACSL5	ACSL6	0.5741239892183289
ACSL5	ACSL1	0.5727762803234502
ACSL6	ACSL6	1.0
ACSL6	ACSL1	0.6677785190126752
ACSL6	ACSL5	0.5683789192795197
ACSM1	ACSM1	1.0
ACSM1	ACSM2B	0.5625
ACSM1	ACSM2A	0.5625
ACSM1	ACSM5	0.56
ACSM1	ACSM3	0.5291666666666667
ACSM1	ACSM4	0.5258333333333334
